TS,label,value,,class,,,,,,,,
2015-03-06 00:07:53,N,308,,0,,,,,,,,
2015-03-06 00:12:53,N,388,,0,,,,,,,,
2015-03-06 00:17:53,N,368,,0,,,,,,,,
2015-03-06 00:22:53,N,253,,0,,,,,,,,
2015-03-06 00:27:53,N,225,,0,,,,,,,,
2015-03-06 00:32:53,N,135,,0,,,,,,,,
2015-03-06 00:37:53,N,153,,0,,,,,,,,
2015-03-06 00:42:53,N,192,,0,,,,,,,,
2015-03-06 00:47:53,N,143,,0,,,,,,,,
2015-03-06 00:52:53,N,110,,0,,,,,,,,
2015-03-06 00:57:53,N,106,,0,,,,,,,,
2015-03-06 01:02:53,N,91,,0,,,,,,,,
2015-03-06 01:07:53,N,76,,0,,,,,,,,
2015-03-06 01:12:53,N,94,,0,,,,,,,,
2015-03-06 01:17:53,N,73,,0,,,,,,,,
2015-03-06 01:22:53,N,67,,0,,,,,,,,
2015-03-06 01:27:53,N,52,,0,,,,,,,,
2015-03-06 01:32:53,N,62,,0,,,,,,,,
2015-03-06 01:37:53,N,56,,0,,,,,,,,
2015-03-06 01:42:53,N,51,,0,,,,,,,,
2015-03-06 01:47:53,N,53,,0,,,,,,,,
2015-03-06 01:52:53,N,77,,0,,,,,,,,
2015-03-06 01:57:53,N,50,,0,,,,,,,,
2015-03-06 02:02:53,N,38,,0,,,,,,,,
2015-03-06 02:07:53,N,47,,0,,,,,,,,
2015-03-06 02:12:53,N,55,,0,,,,,,,,
2015-03-06 02:17:53,N,69,,0,,,,,,,,
2015-03-06 02:22:53,N,56,,0,,,,,,,,
2015-03-06 02:27:53,N,65,,0,,,,,,,,
2015-03-06 02:32:53,N,25,,0,,,,,,,,
2015-03-06 02:37:53,N,28,,0,,,,,,,,
2015-03-06 02:42:53,N,34,,0,,,,,,,,
2015-03-06 02:47:53,N,40,,0,,,,,,,,
2015-03-06 02:52:53,N,38,,0,,,,,,,,
2015-03-06 02:57:53,N,38,,0,,,,,,,,
2015-03-06 03:02:53,N,53,,0,,,,,,,,
2015-03-06 03:07:53,N,91,,0,,,,,,,,
2015-03-06 03:12:53,N,42,,0,,,,,,,,
2015-03-06 03:17:53,N,38,,0,,,,,,,,
2015-03-06 03:22:53,N,40,,0,,,,,,,,
2015-03-06 03:27:53,N,40,,0,,,,,,,,
2015-03-06 03:32:53,N,33,,0,,,,,,,,
2015-03-06 03:37:53,N,45,,0,,,,,,,,
2015-03-06 03:42:53,N,30,,0,,,,,,,,
2015-03-06 03:47:53,N,27,,0,,,,,,,,
2015-03-06 03:52:53,N,13,,0,,,,,,,,
2015-03-06 03:57:53,N,61,,0,,,,,,,,
2015-03-06 04:02:53,N,23,,0,,,,,,,,
2015-03-06 04:07:53,N,27,,0,,,,,,,,
2015-03-06 04:12:53,N,34,,0,,,,,,,,
2015-03-06 04:17:53,N,37,,0,,,,,,,,
2015-03-06 04:22:53,N,24,,0,,,,,,,,
2015-03-06 04:27:53,N,29,,0,,,,,,,,
2015-03-06 04:32:53,N,23,,0,,,,,,,,
2015-03-06 04:37:53,N,15,,0,,,,,,,,
2015-03-06 04:42:53,N,17,,0,,,,,,,,
2015-03-06 04:47:53,N,21,,0,,,,,,,,
2015-03-06 04:52:53,N,25,,0,,,,,,,,
2015-03-06 04:57:53,N,47,,0,,,,,,,,
2015-03-06 05:02:53,N,30,,0,,,,,,,,
2015-03-06 05:07:53,N,23,,0,,,,,,,,
2015-03-06 05:12:53,N,30,,0,,,,,,,,
2015-03-06 05:17:53,N,23,,0,,,,,,,,
2015-03-06 05:22:53,N,36,,0,,,,,,,,
2015-03-06 05:27:53,N,22,,0,,,,,,,,
2015-03-06 05:32:53,N,25,,0,,,,,,,,
2015-03-06 05:37:53,N,24,,0,,,,,,,,
2015-03-06 05:42:53,N,26,,0,,,,,,,,
2015-03-06 05:47:53,N,33,,0,,,,,,,,
2015-03-06 05:52:53,N,19,,0,,,,,,,,
2015-03-06 05:57:53,N,24,,0,,,,,,,,
2015-03-06 06:02:53,N,19,,0,,,,,,,,
2015-03-06 06:07:53,N,28,,0,,,,,,,,
2015-03-06 06:12:53,N,24,,0,,,,,,,,
2015-03-06 06:17:53,N,14,,0,,,,,,,,
2015-03-06 06:22:53,N,17,,0,,,,,,,,
2015-03-06 06:27:53,N,21,,0,,,,,,,,
2015-03-06 06:32:53,N,19,,0,,,,,,,,
2015-03-06 06:37:53,N,11,,0,,,,,,,,
2015-03-06 06:42:53,N,23,,0,,,,,,,,
2015-03-06 06:47:53,N,17,,0,,,,,,,,
2015-03-06 06:52:53,N,23,,0,,,,,,,,
2015-03-06 06:57:53,N,46,,0,,,,,,,,
2015-03-06 07:02:53,N,14,,0,,,,,,,,
2015-03-06 07:07:53,N,10,,0,,,,,,,,
2015-03-06 07:12:53,N,24,,0,,,,,,,,
2015-03-06 07:17:53,N,18,,0,,,,,,,,
2015-03-06 07:22:53,N,9,,0,,,,,,,,
2015-03-06 07:27:53,N,32,,0,,,,,,,,
2015-03-06 07:32:53,N,14,,0,,,,,,,,
2015-03-06 07:37:53,N,9,,0,,,,,,,,
2015-03-06 07:42:53,N,8,,0,,,,,,,,
2015-03-06 07:47:53,N,18,,0,,,,,,,,
2015-03-06 07:52:53,N,8,,0,,,,,,,,
2015-03-06 07:57:53,N,25,,0,,,,,,,,
2015-03-06 08:02:53,N,28,,0,,,,,,,,
2015-03-06 08:07:53,N,53,,0,,,,,,,,
2015-03-06 08:12:53,N,58,,0,,,,,,,,
2015-03-06 08:17:53,N,29,,0,,,,,,,,
2015-03-06 08:22:53,N,22,,0,,,,,,,,
2015-03-06 08:27:53,N,20,,0,,,,,,,,
2015-03-06 08:32:53,N,19,,0,,,,,,,,
2015-03-06 08:37:53,N,15,,0,,,,,,,,
2015-03-06 08:42:53,N,17,,0,,,,,,,,
2015-03-06 08:47:53,N,16,,0,,,,,,,,
2015-03-06 08:52:53,N,9,,0,,,,,,,,
2015-03-06 08:57:53,N,18,,0,,,,,,,,
2015-03-06 09:02:53,N,25,,0,,,,,,,,
2015-03-06 09:07:53,N,23,,0,,,,,,,,
2015-03-06 09:12:53,N,10,,0,,,,,,,,
2015-03-06 09:17:53,N,11,,0,,,,,,,,
2015-03-06 09:22:53,N,4,,0,,,,,,,,
2015-03-06 09:27:53,N,18,,0,,,,,,,,
2015-03-06 09:32:53,N,11,,0,,,,,,,,
2015-03-06 09:37:53,N,16,,0,,,,,,,,
2015-03-06 09:42:53,N,7,,0,,,,,,,,
2015-03-06 09:47:53,N,9,,0,,,,,,,,
2015-03-06 09:52:53,N,24,,0,,,,,,,,
2015-03-06 09:57:53,N,25,,0,,,,,,,,
2015-03-06 10:02:53,N,15,,0,,,,,,,,
2015-03-06 10:07:53,N,18,,0,,,,,,,,
2015-03-06 10:12:53,N,18,,0,,,,,,,,
2015-03-06 10:17:53,N,15,,0,,,,,,,,
2015-03-06 10:22:53,N,16,,0,,,,,,,,
2015-03-06 10:27:53,N,16,,0,,,,,,,,
2015-03-06 10:32:53,N,9,,0,,,,,,,,
2015-03-06 10:37:53,N,18,,0,,,,,,,,
2015-03-06 10:42:53,N,23,,0,,,,,,,,
2015-03-06 10:47:53,N,10,,0,,,,,,,,
2015-03-06 10:52:53,N,20,,0,,,,,,,,
2015-03-06 10:57:53,N,30,,0,,,,,,,,
2015-03-06 11:02:53,N,23,,0,,,,,,,,
2015-03-06 11:07:53,N,16,,0,,,,,,,,
2015-03-06 11:12:53,N,21,,0,,,,,,,,
2015-03-06 11:17:53,N,19,,0,,,,,,,,
2015-03-06 11:22:53,N,9,,0,,,,,,,,
2015-03-06 11:27:53,N,39,,0,,,,,,,,
2015-03-06 11:32:53,N,16,,0,,,,,,,,
2015-03-06 11:37:53,N,18,,0,,,,,,,,
2015-03-06 11:42:53,N,26,,0,,,,,,,,
2015-03-06 11:47:53,N,25,,0,,,,,,,,
2015-03-06 11:52:53,N,29,,0,,,,,,,,
2015-03-06 11:57:53,N,39,,0,,,,,,,,
2015-03-06 12:02:53,N,15,,0,,,,,,,,
2015-03-06 12:07:53,N,24,,0,,,,,,,,
2015-03-06 12:12:53,N,39,,0,,,,,,,,
2015-03-06 12:17:53,N,24,,0,,,,,,,,
2015-03-06 12:22:53,N,74,,0,,,,,,,,
2015-03-06 12:27:53,N,28,,0,,,,,,,,
2015-03-06 12:32:53,N,25,,0,,,,,,,,
2015-03-06 12:37:53,N,35,,0,,,,,,,,
2015-03-06 12:42:53,N,26,,0,,,,,,,,
2015-03-06 12:47:53,N,29,,0,,,,,,,,
2015-03-06 12:52:53,N,31,,0,,,,,,,,
2015-03-06 12:57:53,N,27,,0,,,,,,,,
2015-03-06 13:02:53,N,42,,0,,,,,,,,
2015-03-06 13:07:53,N,39,,0,,,,,,,,
2015-03-06 13:12:53,N,29,,0,,,,,,,,
2015-03-06 13:17:53,N,24,,0,,,,,,,,
2015-03-06 13:22:53,N,22,,0,,,,,,,,
2015-03-06 13:27:53,N,45,,0,,,,,,,,
2015-03-06 13:32:53,N,40,,0,,,,,,,,
2015-03-06 13:37:53,N,59,,0,,,,,,,,
2015-03-06 13:42:53,N,53,,0,,,,,,,,
2015-03-06 13:47:53,N,59,,0,,,,,,,,
2015-03-06 13:52:53,N,33,,0,,,,,,,,
2015-03-06 13:57:53,N,146,,0,,,,,,,,
2015-03-06 14:02:53,PL,488,,0,,,,,,,,
2015-03-06 14:07:53,N,284,,0,,,,,,,,
2015-03-06 14:12:53,N,232,,0,,,,,,,,
2015-03-06 14:17:53,N,240,,0,,,,,,,,
2015-03-06 14:22:53,N,231,,0,,,,,,,,
2015-03-06 14:27:53,N,254,,0,,,,,,,,
2015-03-06 14:32:53,N,162,,0,,,,,,,,
2015-03-06 14:37:53,N,162,,0,,,,,,,,
2015-03-06 14:42:53,N,140,,0,,,,,,,,
2015-03-06 14:47:53,N,108,,0,,,,,,,,
2015-03-06 14:52:53,N,117,,0,,,,,,,,
2015-03-06 14:57:53,N,148,,0,,,,,,,,
2015-03-06 15:02:53,N,131,,0,,,,,,,,
2015-03-06 15:07:53,N,122,,0,,,,,,,,
2015-03-06 15:12:53,N,93,,0,,,,,,,,
2015-03-06 15:17:53,N,106,,0,,,,,,,,
2015-03-06 15:22:53,N,106,,0,,,,,,,,
2015-03-06 15:27:53,N,109,,0,,,,,,,,
2015-03-06 15:32:53,N,65,,0,,,,,,,,
2015-03-06 15:37:53,N,81,,0,,,,,,,,
2015-03-06 15:42:53,N,76,,0,,,,,,,,
2015-03-06 15:47:53,N,63,,0,,,,,,,,
2015-03-06 15:52:53,N,66,,0,,,,,,,,
2015-03-06 15:57:53,N,69,,0,,,,,,,,
2015-03-06 16:02:53,N,71,,0,,,,,,,,
2015-03-06 16:07:53,N,58,,0,,,,,,,,
2015-03-06 16:12:53,N,64,,0,,,,,,,,
2015-03-06 16:17:53,N,77,,0,,,,,,,,
2015-03-06 16:22:53,N,86,,0,,,,,,,,
2015-03-06 16:27:53,N,101,,0,,,,,,,,
2015-03-06 16:32:53,N,63,,0,,,,,,,,
2015-03-06 16:37:53,N,65,,0,,,,,,,,
2015-03-06 16:42:53,N,72,,0,,,,,,,,
2015-03-06 16:47:53,N,65,,0,,,,,,,,
2015-03-06 16:52:53,N,77,,0,,,,,,,,
2015-03-06 16:57:53,N,75,,0,,,,,,,,
2015-03-06 17:02:53,N,68,,0,,,,,,,,
2015-03-06 17:07:53,N,51,,0,,,,,,,,
2015-03-06 17:12:53,N,42,,0,,,,,,,,
2015-03-06 17:17:53,N,82,,0,,,,,,,,
2015-03-06 17:22:53,N,92,,0,,,,,,,,
2015-03-06 17:27:53,N,68,,0,,,,,,,,
2015-03-06 17:32:53,N,85,,0,,,,,,,,
2015-03-06 17:37:53,N,64,,0,,,,,,,,
2015-03-06 17:42:53,N,48,,0,,,,,,,,
2015-03-06 17:47:53,N,74,,0,,,,,,,,
2015-03-06 17:52:53,N,46,,0,,,,,,,,
2015-03-06 17:57:53,N,59,,0,,,,,,,,
2015-03-06 18:02:53,N,43,,0,,,,,,,,
2015-03-06 18:07:53,N,37,,0,,,,,,,,
2015-03-06 18:12:53,N,132,,0,,,,,,,,
2015-03-06 18:17:53,N,114,,0,,,,,,,,
2015-03-06 18:22:53,N,69,,0,,,,,,,,
2015-03-06 18:27:53,N,105,,0,,,,,,,,
2015-03-06 18:32:53,N,87,,0,,,,,,,,
2015-03-06 18:37:53,N,68,,0,,,,,,,,
2015-03-06 18:42:53,N,89,,0,,,,,,,,
2015-03-06 18:47:53,N,90,,0,,,,,,,,
2015-03-06 18:52:53,N,71,,0,,,,,,,,
2015-03-06 18:57:53,N,59,,0,,,,,,,,
2015-03-06 19:02:53,N,72,,0,,,,,,,,
2015-03-06 19:07:53,N,73,,0,,,,,,,,
2015-03-06 19:12:53,N,74,,0,,,,,,,,
2015-03-06 19:17:53,N,69,,0,,,,,,,,
2015-03-06 19:22:53,N,37,,0,,,,,,,,
2015-03-06 19:27:53,N,66,,0,,,,,,,,
2015-03-06 19:32:53,N,68,,0,,,,,,,,
2015-03-06 19:37:53,N,52,,0,,,,,,,,
2015-03-06 19:42:53,"['PL', 'PG']",1549,,0,,,,,,,,
2015-03-06 19:47:53,N,571,,0,,,,,,,,
2015-03-06 19:52:53,N,345,,0,,,,,,,,
2015-03-06 19:57:53,N,308,,0,,,,,,,,
2015-03-06 20:02:53,N,205,,0,,,,,,,,
2015-03-06 20:07:53,N,190,,0,,,,,,,,
2015-03-06 20:12:53,N,171,,0,,,,,,,,
2015-03-06 20:17:53,N,132,,0,,,,,,,,
2015-03-06 20:22:53,N,134,,0,,,,,,,,
2015-03-06 20:27:53,N,132,,0,,,,,,,,
2015-03-06 20:32:53,N,147,,0,,,,,,,,
2015-03-06 20:37:53,N,140,,0,,,,,,,,
2015-03-06 20:42:53,N,120,,0,,,,,,,,
2015-03-06 20:47:53,N,129,,0,,,,,,,,
2015-03-06 20:52:53,N,135,,0,,,,,,,,
2015-03-06 20:57:53,N,117,,0,,,,,,,,
2015-03-06 21:02:53,N,91,,0,,,,,,,,
2015-03-06 21:07:53,N,118,,0,,,,,,,,
2015-03-06 21:12:53,N,89,,0,,,,,,,,
2015-03-06 21:17:53,N,95,,0,,,,,,,,
2015-03-06 21:22:53,N,93,,0,,,,,,,,
2015-03-06 21:27:53,N,87,,0,,,,,,,,
2015-03-06 21:32:53,N,111,,0,,,,,,,,
2015-03-06 21:37:53,N,88,,0,,,,,,,,
2015-03-06 21:42:53,N,97,,0,,,,,,,,
2015-03-06 21:47:53,N,86,,0,,,,,,,,
2015-03-06 21:52:53,N,86,,0,,,,,,,,
2015-03-06 21:57:53,N,79,,0,,,,,,,,
2015-03-06 22:02:53,N,63,,0,,,,,,,,
2015-03-06 22:07:53,N,76,,0,,,,,,,,
2015-03-06 22:12:53,N,77,,0,,,,,,,,
2015-03-06 22:17:53,N,64,,0,,,,,,,,
2015-03-06 22:22:53,N,56,,0,,,,,,,,
2015-03-06 22:27:53,N,60,,0,,,,,,,,
2015-03-06 22:32:53,N,57,,0,,,,,,,,
2015-03-06 22:37:53,N,75,,0,,,,,,,,
2015-03-06 22:42:53,N,72,,0,,,,,,,,
2015-03-06 22:47:53,N,118,,0,,,,,,,,
2015-03-06 22:52:53,N,88,,0,,,,,,,,
2015-03-06 22:57:53,N,100,,0,,,,,,,,
2015-03-06 23:02:53,N,67,,0,,,,,,,,
2015-03-06 23:07:53,N,60,,0,,,,,,,,
2015-03-06 23:12:53,N,71,,0,,,,,,,,
2015-03-06 23:17:53,N,68,,0,,,,,,,,
2015-03-06 23:22:53,N,64,,0,,,,,,,,
2015-03-06 23:27:53,N,69,,0,,,,,,,,
2015-03-06 23:32:53,N,49,,0,,,,,,,,
2015-03-06 23:37:53,N,56,,0,,,,,,,,
2015-03-06 23:42:53,N,66,,0,,,,,,,,
2015-03-06 23:47:53,N,49,,0,,,,,,,,
2015-03-06 23:52:53,N,67,,0,,,,,,,,
2015-03-06 23:57:53,N,68,,0,,,,,,,,
2015-03-07 00:02:53,N,38,,0,,,,,,,,
2015-03-07 00:07:53,N,54,,0,,,,,,,,
2015-03-07 00:12:53,N,44,,0,,,,,,,,
2015-03-07 00:17:53,N,40,,0,,,,,,,,
2015-03-07 00:22:53,N,49,,0,,,,,,,,
2015-03-07 00:27:53,N,58,,0,,,,,,,,
2015-03-07 00:32:53,N,69,,0,,,,,,,,
2015-03-07 00:37:53,N,84,,0,,,,,,,,
2015-03-07 00:42:53,N,101,,0,,,,,,,,
2015-03-07 00:47:53,N,61,,0,,,,,,,,
2015-03-07 00:52:53,N,37,,0,,,,,,,,
2015-03-07 00:57:53,N,57,,0,,,,,,,,
2015-03-07 01:02:53,N,43,,0,,,,,,,,
2015-03-07 01:07:53,N,40,,0,,,,,,,,
2015-03-07 01:12:53,N,37,,0,,,,,,,,
2015-03-07 01:17:53,N,52,,0,,,,,,,,
2015-03-07 01:22:53,N,34,,0,,,,,,,,
2015-03-07 01:27:53,N,37,,0,,,,,,,,
2015-03-07 01:32:53,N,31,,0,,,,,,,,
2015-03-07 01:37:53,N,26,,0,,,,,,,,
2015-03-07 01:42:53,N,42,,0,,,,,,,,
2015-03-07 01:47:53,N,39,,0,,,,,,,,
2015-03-07 01:52:53,N,35,,0,,,,,,,,
2015-03-07 01:57:53,N,34,,0,,,,,,,,
2015-03-07 02:02:53,N,33,,0,,,,,,,,
2015-03-07 02:07:53,N,33,,0,,,,,,,,
2015-03-07 02:12:53,N,43,,0,,,,,,,,
2015-03-07 02:17:53,N,41,,0,,,,,,,,
2015-03-07 02:22:53,N,28,,0,,,,,,,,
2015-03-07 02:27:53,N,49,,0,,,,,,,,
2015-03-07 02:32:53,N,32,,0,,,,,,,,
2015-03-07 02:37:53,N,24,,0,,,,,,,,
2015-03-07 02:42:53,N,28,,0,,,,,,,,
2015-03-07 02:47:53,N,27,,0,,,,,,,,
2015-03-07 02:52:53,N,29,,0,,,,,,,,
2015-03-07 02:57:53,N,74,,0,,,,,,,,
2015-03-07 03:02:53,N,30,,0,,,,,,,,
2015-03-07 03:07:53,N,28,,0,,,,,,,,
2015-03-07 03:12:53,N,34,,0,,,,,,,,
2015-03-07 03:17:53,N,25,,0,,,,,,,,
2015-03-07 03:22:53,N,17,,0,,,,,,,,
2015-03-07 03:27:53,N,37,,0,,,,,,,,
2015-03-07 03:32:53,N,38,,0,,,,,,,,
2015-03-07 03:37:53,N,35,,0,,,,,,,,
2015-03-07 03:42:53,N,20,,0,,,,,,,,
2015-03-07 03:47:53,N,39,,0,,,,,,,,
2015-03-07 03:52:53,N,36,,0,,,,,,,,
2015-03-07 03:57:53,N,46,,0,,,,,,,,
2015-03-07 04:02:53,N,41,,0,,,,,,,,
2015-03-07 04:07:53,N,19,,0,,,,,,,,
2015-03-07 04:12:53,N,34,,0,,,,,,,,
2015-03-07 04:17:53,N,38,,0,,,,,,,,
2015-03-07 04:22:53,N,35,,0,,,,,,,,
2015-03-07 04:27:53,N,51,,0,,,,,,,,
2015-03-07 04:32:53,N,32,,0,,,,,,,,
2015-03-07 04:37:53,N,28,,0,,,,,,,,
2015-03-07 04:42:53,N,33,,0,,,,,,,,
2015-03-07 04:47:53,N,21,,0,,,,,,,,
2015-03-07 04:52:53,N,27,,0,,,,,,,,
2015-03-07 04:57:53,N,48,,0,,,,,,,,
2015-03-07 05:02:53,N,42,,0,,,,,,,,
2015-03-07 05:07:53,N,34,,0,,,,,,,,
2015-03-07 05:12:53,N,36,,0,,,,,,,,
2015-03-07 05:17:53,N,40,,0,,,,,,,,
2015-03-07 05:22:53,N,24,,0,,,,,,,,
2015-03-07 05:27:53,N,38,,0,,,,,,,,
2015-03-07 05:32:53,N,47,,0,,,,,,,,
2015-03-07 05:37:53,N,24,,0,,,,,,,,
2015-03-07 05:42:53,N,22,,0,,,,,,,,
2015-03-07 05:47:53,N,22,,0,,,,,,,,
2015-03-07 05:52:53,N,37,,0,,,,,,,,
2015-03-07 05:57:53,N,30,,0,,,,,,,,
2015-03-07 06:02:53,N,20,,0,,,,,,,,
2015-03-07 06:07:53,N,29,,0,,,,,,,,
2015-03-07 06:12:53,N,28,,0,,,,,,,,
2015-03-07 06:17:53,N,23,,0,,,,,,,,
2015-03-07 06:22:53,N,30,,0,,,,,,,,
2015-03-07 06:27:53,N,26,,0,,,,,,,,
2015-03-07 06:32:53,N,49,,0,,,,,,,,
2015-03-07 06:37:53,N,31,,0,,,,,,,,
2015-03-07 06:42:53,N,18,,0,,,,,,,,
2015-03-07 06:47:53,N,19,,0,,,,,,,,
2015-03-07 06:52:53,N,18,,0,,,,,,,,
2015-03-07 06:57:53,N,28,,0,,,,,,,,
2015-03-07 07:02:53,N,14,,0,,,,,,,,
2015-03-07 07:07:53,N,14,,0,,,,,,,,
2015-03-07 07:12:53,N,24,,0,,,,,,,,
2015-03-07 07:17:53,N,15,,0,,,,,,,,
2015-03-07 07:22:53,N,22,,0,,,,,,,,
2015-03-07 07:27:53,N,16,,0,,,,,,,,
2015-03-07 07:32:53,N,17,,0,,,,,,,,
2015-03-07 07:37:53,N,29,,0,,,,,,,,
2015-03-07 07:42:53,N,23,,0,,,,,,,,
2015-03-07 07:47:53,N,19,,0,,,,,,,,
2015-03-07 07:52:53,N,24,,0,,,,,,,,
2015-03-07 07:57:53,N,22,,0,,,,,,,,
2015-03-07 08:02:53,N,13,,0,,,,,,,,
2015-03-07 08:07:53,N,38,,0,,,,,,,,
2015-03-07 08:12:53,N,52,,0,,,,,,,,
2015-03-07 08:17:53,N,34,,0,,,,,,,,
2015-03-07 08:22:53,N,17,,0,,,,,,,,
2015-03-07 08:27:53,N,22,,0,,,,,,,,
2015-03-07 08:32:53,N,16,,0,,,,,,,,
2015-03-07 08:37:53,N,26,,0,,,,,,,,
2015-03-07 08:42:53,N,17,,0,,,,,,,,
2015-03-07 08:47:53,N,21,,0,,,,,,,,
2015-03-07 08:52:53,N,34,,0,,,,,,,,
2015-03-07 08:57:53,N,26,,0,,,,,,,,
2015-03-07 09:02:53,N,24,,0,,,,,,,,
2015-03-07 09:07:53,N,17,,0,,,,,,,,
2015-03-07 09:12:53,N,23,,0,,,,,,,,
2015-03-07 09:17:53,N,16,,0,,,,,,,,
2015-03-07 09:22:53,N,18,,0,,,,,,,,
2015-03-07 09:27:53,N,26,,0,,,,,,,,
2015-03-07 09:32:53,N,18,,0,,,,,,,,
2015-03-07 09:37:53,N,24,,0,,,,,,,,
2015-03-07 09:42:53,N,25,,0,,,,,,,,
2015-03-07 09:47:53,N,19,,0,,,,,,,,
2015-03-07 09:52:53,N,25,,0,,,,,,,,
2015-03-07 09:57:53,N,27,,0,,,,,,,,
2015-03-07 10:02:53,N,85,,0,,,,,,,,
2015-03-07 10:07:53,N,32,,0,,,,,,,,
2015-03-07 10:12:53,N,29,,0,,,,,,,,
2015-03-07 10:17:53,N,23,,0,,,,,,,,
2015-03-07 10:22:53,N,21,,0,,,,,,,,
2015-03-07 10:27:53,N,17,,0,,,,,,,,
2015-03-07 10:32:53,N,18,,0,,,,,,,,
2015-03-07 10:37:53,N,13,,0,,,,,,,,
2015-03-07 10:42:53,N,11,,0,,,,,,,,
2015-03-07 10:47:53,N,18,,0,,,,,,,,
2015-03-07 10:52:53,N,31,,0,,,,,,,,
2015-03-07 10:57:53,N,30,,0,,,,,,,,
2015-03-07 11:02:53,N,53,,0,,,,,,,,
2015-03-07 11:07:53,N,19,,0,,,,,,,,
2015-03-07 11:12:53,N,14,,0,,,,,,,,
2015-03-07 11:17:53,N,27,,0,,,,,,,,
2015-03-07 11:22:53,N,16,,0,,,,,,,,
2015-03-07 11:27:53,N,25,,0,,,,,,,,
2015-03-07 11:32:53,N,32,,0,,,,,,,,
2015-03-07 11:37:53,N,21,,0,,,,,,,,
2015-03-07 11:42:53,N,19,,0,,,,,,,,
2015-03-07 11:47:53,N,21,,0,,,,,,,,
2015-03-07 11:52:53,N,13,,0,,,,,,,,
2015-03-07 11:57:53,N,20,,0,,,,,,,,
2015-03-07 12:02:53,N,16,,0,,,,,,,,
2015-03-07 12:07:53,N,16,,0,,,,,,,,
2015-03-07 12:12:53,N,12,,0,,,,,,,,
2015-03-07 12:17:53,N,13,,0,,,,,,,,
2015-03-07 12:22:53,N,24,,0,,,,,,,,
2015-03-07 12:27:53,N,33,,0,,,,,,,,
2015-03-07 12:32:53,N,32,,0,,,,,,,,
2015-03-07 12:37:53,N,25,,0,,,,,,,,
2015-03-07 12:42:53,N,30,,0,,,,,,,,
2015-03-07 12:47:53,N,22,,0,,,,,,,,
2015-03-07 12:52:53,N,19,,0,,,,,,,,
2015-03-07 12:57:53,N,27,,0,,,,,,,,
2015-03-07 13:02:53,N,25,,0,,,,,,,,
2015-03-07 13:07:53,N,19,,0,,,,,,,,
2015-03-07 13:12:53,N,30,,0,,,,,,,,
2015-03-07 13:17:53,N,29,,0,,,,,,,,
2015-03-07 13:22:53,N,26,,0,,,,,,,,
2015-03-07 13:27:53,N,26,,0,,,,,,,,
2015-03-07 13:32:53,N,31,,0,,,,,,,,
2015-03-07 13:37:53,N,37,,0,,,,,,,,
2015-03-07 13:42:53,N,22,,0,,,,,,,,
2015-03-07 13:47:53,N,33,,0,,,,,,,,
2015-03-07 13:52:53,N,21,,0,,,,,,,,
2015-03-07 13:57:53,N,32,,0,,,,,,,,
2015-03-07 14:02:53,N,27,,0,,,,,,,,
2015-03-07 14:07:53,N,29,,0,,,,,,,,
2015-03-07 14:12:53,N,29,,0,,,,,,,,
2015-03-07 14:17:53,N,31,,0,,,,,,,,
2015-03-07 14:22:53,N,22,,0,,,,,,,,
2015-03-07 14:27:53,N,47,,0,,,,,,,,
2015-03-07 14:32:53,N,37,,0,,,,,,,,
2015-03-07 14:37:53,N,44,,0,,,,,,,,
2015-03-07 14:42:53,"['PL', 'PG']",1064,,0,,,,,,,,
2015-03-07 14:47:53,N,31,,0,,,,,,,,
2015-03-07 14:52:53,N,30,,0,,,,,,,,
2015-03-07 14:57:53,N,48,,0,,,,,,,,
2015-03-07 15:02:53,N,38,,0,,,,,,,,
2015-03-07 15:07:53,N,36,,0,,,,,,,,
2015-03-07 15:12:53,N,28,,0,,,,,,,,
2015-03-07 15:17:53,N,37,,0,,,,,,,,
2015-03-07 15:22:53,N,35,,0,,,,,,,,
2015-03-07 15:27:53,N,32,,0,,,,,,,,
2015-03-07 15:32:53,N,36,,0,,,,,,,,
2015-03-07 15:37:53,N,34,,0,,,,,,,,
2015-03-07 15:42:53,N,30,,0,,,,,,,,
2015-03-07 15:47:53,N,44,,0,,,,,,,,
2015-03-07 15:52:53,N,30,,0,,,,,,,,
2015-03-07 15:57:53,N,58,,0,,,,,,,,
2015-03-07 16:02:53,N,34,,0,,,,,,,,
2015-03-07 16:07:53,N,31,,0,,,,,,,,
2015-03-07 16:12:53,N,19,,0,,,,,,,,
2015-03-07 16:17:53,N,26,,0,,,,,,,,
2015-03-07 16:22:53,N,34,,0,,,,,,,,
2015-03-07 16:27:53,N,46,,0,,,,,,,,
2015-03-07 16:32:53,N,37,,0,,,,,,,,
2015-03-07 16:37:53,N,28,,0,,,,,,,,
2015-03-07 16:42:53,N,43,,0,,,,,,,,
2015-03-07 16:47:53,N,37,,0,,,,,,,,
2015-03-07 16:52:53,N,32,,0,,,,,,,,
2015-03-07 16:57:53,N,46,,0,,,,,,,,
2015-03-07 17:02:53,N,37,,0,,,,,,,,
2015-03-07 17:07:53,N,22,,0,,,,,,,,
2015-03-07 17:12:53,N,31,,0,,,,,,,,
2015-03-07 17:17:53,N,42,,0,,,,,,,,
2015-03-07 17:22:53,N,28,,0,,,,,,,,
2015-03-07 17:27:53,N,40,,0,,,,,,,,
2015-03-07 17:32:53,N,123,,0,,,,,,,,
